day,hour,ip,graph_type,colormap,marker,size,score
20170622,02:10:00,2804:14d:3c83:502f:3934:80c1:e317:da1e,constant,GnBu,^,300,1
20170622,02:10:00,2804:14d:3c83:502f:3934:80c1:e317:da1e,constant,Greys,^,300,-1
20170622,02:10:28,2804:14d:3c83:502f:3934:80c1:e317:da1e,linearIncrease,YlOrRd,o,100,-1
20170622,02:10:28,2804:14d:3c83:502f:3934:80c1:e317:da1e,linearIncrease,YlOrRd,v,100,1
20170622,02:10:35,2804:14d:3c83:502f:3934:80c1:e317:da1e,linearDecrease,Greys,v,300,-1
20170622,02:10:35,2804:14d:3c83:502f:3934:80c1:e317:da1e,linearDecrease,Greys,v,100,1
20170622,02:10:40,2804:14d:3c83:502f:3934:80c1:e317:da1e,linearDecrease,YlOrRd,v,300,1
20170622,02:10:40,2804:14d:3c83:502f:3934:80c1:e317:da1e,linearDecrease,YlOrRd,o,300,-1
20170622,02:10:45,2804:14d:3c83:502f:3934:80c1:e317:da1e,constant,Greys,o,100,-1
20170622,02:10:45,2804:14d:3c83:502f:3934:80c1:e317:da1e,constant,YlOrRd,o,100,1
20170622,02:10:59,191.204.208.92,constant,Greys,v,750,1
20170622,02:10:59,191.204.208.92,constant,Greys,^,750,-1
20170622,02:11:10,191.204.208.92,constant,Greys,o,750,-1
20170622,02:11:10,191.204.208.92,constant,Greys,o,300,1
20170622,02:11:12,2804:14d:3c83:502f:3934:80c1:e317:da1e,linearIncrease,GnBu,^,750,-1
20170622,02:11:12,2804:14d:3c83:502f:3934:80c1:e317:da1e,linearIncrease,YlOrRd,^,750,1
20170622,02:11:15,191.204.208.92,linearIncrease,Greys,^,300,1
20170622,02:11:15,191.204.208.92,linearIncrease,GnBu,^,300,-1
20170622,02:11:22,191.204.208.92,linearDecrease,GnBu,o,300,1
20170622,02:11:22,191.204.208.92,linearDecrease,GnBu,v,300,-1
20170622,02:11:28,2804:14d:3c83:502f:3934:80c1:e317:da1e,linearDecrease,Greys,v,300,-1
20170622,02:11:28,2804:14d:3c83:502f:3934:80c1:e317:da1e,linearDecrease,Greys,^,300,1
20170622,02:11:31,191.204.208.92,constant,Greys,o,750,1
20170622,02:11:31,191.204.208.92,constant,Greys,v,750,-1
20170622,02:11:34,2804:14d:3c83:502f:3934:80c1:e317:da1e,linearIncrease,Greys,o,750,-1
20170622,02:11:34,2804:14d:3c83:502f:3934:80c1:e317:da1e,linearIncrease,Greys,o,300,1
20170622,02:11:37,191.204.208.92,linearIncrease,YlOrRd,v,100,-1
20170622,02:11:37,191.204.208.92,linearIncrease,Greys,v,100,1
20170622,02:11:39,2804:14d:3c83:502f:3934:80c1:e317:da1e,linearDecrease,GnBu,o,300,1
20170622,02:11:39,2804:14d:3c83:502f:3934:80c1:e317:da1e,linearDecrease,GnBu,o,750,-1
20170622,02:11:43,191.204.208.92,linearDecrease,GnBu,^,300,-1
20170622,02:11:43,191.204.208.92,linearDecrease,GnBu,o,300,1
20170622,02:11:46,2804:14d:3c83:502f:3934:80c1:e317:da1e,constant,Greys,o,750,-1
20170622,02:11:46,2804:14d:3c83:502f:3934:80c1:e317:da1e,constant,YlOrRd,o,750,1
20170622,02:11:49,2804:14d:3c83:502f:3934:80c1:e317:da1e,linearDecrease,GnBu,v,750,-1
20170622,02:11:49,2804:14d:3c83:502f:3934:80c1:e317:da1e,linearDecrease,YlOrRd,v,750,1
20170622,02:11:50,191.204.208.92,linearIncrease,Greys,v,750,1
20170622,02:11:50,191.204.208.92,linearIncrease,YlOrRd,v,750,-1
20170622,02:11:52,2804:14d:3c83:502f:3934:80c1:e317:da1e,constant,Greys,^,100,-1
20170622,02:11:52,2804:14d:3c83:502f:3934:80c1:e317:da1e,constant,YlOrRd,^,100,1
20170622,02:11:56,191.204.208.92,linearIncrease,GnBu,v,300,1
20170622,02:11:56,191.204.208.92,linearIncrease,GnBu,v,750,-1
20170622,02:11:59,2804:14d:3c83:502f:3934:80c1:e317:da1e,linearIncrease,GnBu,^,100,1
20170622,02:11:59,2804:14d:3c83:502f:3934:80c1:e317:da1e,linearIncrease,GnBu,v,100,-1
20170622,02:12:00,191.204.208.92,linearDecrease,Greys,o,750,-1
20170622,02:12:00,191.204.208.92,linearDecrease,Greys,o,100,1
20170622,02:12:02,2804:14d:3c83:502f:3934:80c1:e317:da1e,linearIncrease,Greys,v,300,1
20170622,02:12:02,2804:14d:3c83:502f:3934:80c1:e317:da1e,linearIncrease,Greys,v,750,-1
20170622,02:12:05,2804:14d:3c83:502f:3934:80c1:e317:da1e,linearIncrease,GnBu,v,100,1
20170622,02:12:05,2804:14d:3c83:502f:3934:80c1:e317:da1e,linearIncrease,GnBu,v,750,-1
20170622,02:12:06,191.204.208.92,constant,Greys,^,300,1
20170622,02:12:06,191.204.208.92,constant,YlOrRd,^,300,-1
20170622,02:12:08,2804:14d:3c83:502f:3934:80c1:e317:da1e,linearIncrease,GnBu,^,750,-1
20170622,02:12:08,2804:14d:3c83:502f:3934:80c1:e317:da1e,linearIncrease,GnBu,^,100,1
20170622,02:12:11,191.204.208.92,linearDecrease,GnBu,^,300,-1
20170622,02:12:11,191.204.208.92,linearDecrease,GnBu,o,300,1
20170622,02:12:18,2804:14d:3c83:502f:3934:80c1:e317:da1e,constant,Greys,^,100,-1
20170622,02:12:18,2804:14d:3c83:502f:3934:80c1:e317:da1e,constant,GnBu,^,100,1
20170622,02:12:18,191.204.208.92,linearIncrease,YlOrRd,o,750,-1
20170622,02:12:18,191.204.208.92,linearIncrease,Greys,o,750,1
20170622,02:12:26,2804:14d:3c83:502f:3934:80c1:e317:da1e,constant,GnBu,^,750,1
20170622,02:12:26,2804:14d:3c83:502f:3934:80c1:e317:da1e,constant,Greys,^,750,-1
20170622,02:12:37,191.204.208.92,linearIncrease,YlOrRd,^,750,1
20170622,02:12:37,191.204.208.92,linearIncrease,YlOrRd,v,750,-1
20170622,02:12:42,191.204.208.92,constant,Greys,o,100,1
20170622,02:12:42,191.204.208.92,constant,Greys,o,750,-1
20170622,02:12:47,191.204.208.92,linearDecrease,Greys,v,750,1
20170622,02:12:47,191.204.208.92,linearDecrease,YlOrRd,v,750,-1
20170622,02:12:51,191.204.208.92,linearDecrease,GnBu,^,300,-1
20170622,02:12:51,191.204.208.92,linearDecrease,GnBu,o,300,1
20170622,02:23:22,83.136.45.63,constant,Greys,o,750,-1
20170622,02:23:22,83.136.45.63,constant,Greys,o,100,1
20170622,02:23:31,83.136.45.63,constant,YlOrRd,^,100,1
20170622,02:23:31,83.136.45.63,constant,YlOrRd,o,100,-1
20170622,02:23:37,83.136.45.63,linearIncrease,YlOrRd,^,750,1
20170622,02:23:37,83.136.45.63,linearIncrease,Greys,^,750,-1
20170622,02:23:45,83.136.45.63,linearIncrease,YlOrRd,v,750,-1
20170622,02:23:45,83.136.45.63,linearIncrease,YlOrRd,v,300,1
20170622,02:23:54,83.136.45.63,constant,GnBu,v,750,1
20170622,02:23:54,83.136.45.63,constant,Greys,v,750,-1
20170622,02:24:02,83.136.45.63,linearDecrease,YlOrRd,v,100,1
20170622,02:24:02,83.136.45.63,linearDecrease,YlOrRd,v,750,-1
20170622,02:24:08,83.136.45.63,linearDecrease,Greys,o,750,-1
20170622,02:24:08,83.136.45.63,linearDecrease,Greys,^,750,1
20170622,02:24:27,83.136.45.63,linearDecrease,GnBu,^,300,1
20170622,02:24:27,83.136.45.63,linearDecrease,GnBu,v,300,-1
20170622,02:24:37,83.136.45.63,constant,YlOrRd,o,100,1
20170622,02:24:37,83.136.45.63,constant,YlOrRd,o,750,-1
20170622,02:24:43,83.136.45.63,linearDecrease,GnBu,o,300,1
20170622,02:24:43,83.136.45.63,linearDecrease,GnBu,o,750,-1
20170622,02:24:47,83.136.45.63,constant,Greys,v,300,-1
20170622,02:24:47,83.136.45.63,constant,YlOrRd,v,300,1
20170622,02:24:52,83.136.45.63,linearIncrease,GnBu,o,750,-1
20170622,02:24:52,83.136.45.63,linearIncrease,GnBu,v,750,1
20170622,02:24:56,83.136.45.63,linearIncrease,YlOrRd,v,100,-1
20170622,02:24:56,83.136.45.63,linearIncrease,YlOrRd,v,300,1
20170622,02:25:02,83.136.45.63,constant,YlOrRd,^,300,1
20170622,02:25:02,83.136.45.63,constant,GnBu,^,300,-1
20170622,02:25:10,83.136.45.63,linearIncrease,Greys,v,300,-1
20170622,02:25:10,83.136.45.63,linearIncrease,YlOrRd,v,300,1
20170622,02:25:14,83.136.45.63,constant,GnBu,o,300,1
20170622,02:25:14,83.136.45.63,constant,GnBu,o,750,-1
20170622,02:25:21,83.136.45.63,linearIncrease,GnBu,^,100,1
20170622,02:25:21,83.136.45.63,linearIncrease,YlOrRd,^,100,-1
20170622,02:25:27,83.136.45.63,constant,YlOrRd,o,750,-1
20170622,02:25:27,83.136.45.63,constant,YlOrRd,^,750,1
20170622,02:25:36,83.136.45.63,constant,Greys,v,300,1
20170622,02:25:36,83.136.45.63,constant,Greys,v,750,-1
20170622,02:25:41,83.136.45.63,linearIncrease,YlOrRd,o,300,-1
20170622,02:25:41,83.136.45.63,linearIncrease,YlOrRd,^,300,1
20170622,12:12:49,191.23.110.148,linearDecrease,GnBu,v,750,1
20170622,12:12:49,191.23.110.148,linearDecrease,YlOrRd,v,750,-1
20170622,12:12:52,191.23.110.148,constant,GnBu,o,750,1
20170622,12:12:52,191.23.110.148,constant,YlOrRd,o,750,-1
20170622,12:12:57,191.23.110.148,constant,Greys,v,300,-1
20170622,12:12:57,191.23.110.148,constant,Greys,^,300,1
20170622,12:12:59,191.23.110.148,linearDecrease,Greys,v,100,-1
20170622,12:12:59,191.23.110.148,linearDecrease,GnBu,v,100,1
20170622,12:13:02,191.23.110.148,linearIncrease,GnBu,o,750,-1
20170622,12:13:02,191.23.110.148,linearIncrease,GnBu,o,100,1
20170622,12:13:04,191.23.110.148,linearIncrease,Greys,^,100,-1
20170622,12:13:04,191.23.110.148,linearIncrease,GnBu,^,100,1
20170622,12:13:06,191.23.110.148,linearIncrease,Greys,o,300,-1
20170622,12:13:06,191.23.110.148,linearIncrease,Greys,^,300,1
20170622,12:13:08,191.23.110.148,linearIncrease,YlOrRd,^,100,-1
20170622,12:13:08,191.23.110.148,linearIncrease,GnBu,^,100,1
20170622,12:13:10,191.23.110.148,constant,GnBu,^,300,1
20170622,12:13:10,191.23.110.148,constant,YlOrRd,^,300,-1
20170622,12:13:13,191.23.110.148,linearDecrease,Greys,v,750,-1
20170622,12:13:13,191.23.110.148,linearDecrease,GnBu,v,750,1
20170622,12:13:17,191.23.110.148,constant,GnBu,o,750,-1
20170622,12:13:17,191.23.110.148,constant,GnBu,v,750,1
20170622,12:13:19,191.23.110.148,constant,YlOrRd,^,750,-1
20170622,12:13:19,191.23.110.148,constant,YlOrRd,^,100,1
20170622,12:13:22,191.23.110.148,linearIncrease,YlOrRd,v,100,1
20170622,12:13:22,191.23.110.148,linearIncrease,Greys,v,100,-1
20170622,12:13:25,191.23.110.148,constant,GnBu,^,750,1
20170622,12:13:25,191.23.110.148,constant,YlOrRd,^,750,-1
20170622,12:13:32,191.23.110.148,linearIncrease,Greys,v,750,-1
20170622,12:13:32,191.23.110.148,linearIncrease,Greys,^,750,1
20170622,12:13:38,191.23.110.148,linearIncrease,Greys,^,300,1
20170622,12:13:38,191.23.110.148,linearIncrease,Greys,o,300,-1
20170622,12:13:41,191.23.110.148,linearDecrease,GnBu,v,750,1
20170622,12:13:41,191.23.110.148,linearDecrease,GnBu,o,750,-1
20170622,12:13:44,191.23.110.148,constant,GnBu,^,300,1
20170622,12:13:44,191.23.110.148,constant,GnBu,v,300,-1
20170622,12:13:47,191.23.110.148,constant,YlOrRd,^,750,-1
20170622,12:13:47,191.23.110.148,constant,YlOrRd,^,300,1
20170622,12:13:50,191.23.110.148,linearIncrease,GnBu,^,750,1
20170622,12:13:50,191.23.110.148,linearIncrease,Greys,^,750,-1
20170622,12:56:25,2620:0:1025:fd00:154:1b9:569a:644a,linearIncrease,GnBu,o,100,1
20170622,12:56:25,2620:0:1025:fd00:154:1b9:569a:644a,linearIncrease,GnBu,v,100,-1
20170622,12:56:32,2620:0:1025:fd00:154:1b9:569a:644a,linearIncrease,GnBu,v,300,1
20170622,12:56:32,2620:0:1025:fd00:154:1b9:569a:644a,linearIncrease,Greys,v,300,-1
20170622,12:56:39,2620:0:1025:fd00:154:1b9:569a:644a,linearIncrease,GnBu,o,100,1
20170622,12:56:39,2620:0:1025:fd00:154:1b9:569a:644a,linearIncrease,GnBu,v,100,-1
20170622,12:56:44,2620:0:1025:fd00:154:1b9:569a:644a,constant,YlOrRd,o,100,1
20170622,12:56:44,2620:0:1025:fd00:154:1b9:569a:644a,constant,YlOrRd,v,100,-1
20170622,12:56:48,2620:0:1025:fd00:154:1b9:569a:644a,linearIncrease,GnBu,o,750,-1
20170622,12:56:48,2620:0:1025:fd00:154:1b9:569a:644a,linearIncrease,GnBu,o,300,1
20170622,12:56:54,2620:0:1025:fd00:154:1b9:569a:644a,constant,YlOrRd,v,300,1
20170622,12:56:54,2620:0:1025:fd00:154:1b9:569a:644a,constant,YlOrRd,o,300,-1
20170622,12:56:56,2620:0:1025:fd00:154:1b9:569a:644a,linearIncrease,YlOrRd,^,750,-1
20170622,12:56:56,2620:0:1025:fd00:154:1b9:569a:644a,linearIncrease,YlOrRd,^,100,1
20170622,12:57:01,2620:0:1025:fd00:154:1b9:569a:644a,linearDecrease,GnBu,o,750,1
20170622,12:57:01,2620:0:1025:fd00:154:1b9:569a:644a,linearDecrease,GnBu,v,750,-1
20170622,12:57:09,2620:0:1025:fd00:154:1b9:569a:644a,constant,GnBu,^,300,-1
20170622,12:57:09,2620:0:1025:fd00:154:1b9:569a:644a,constant,GnBu,v,300,1
20170622,12:57:17,2620:0:1025:fd00:154:1b9:569a:644a,constant,GnBu,^,750,-1
20170622,12:57:17,2620:0:1025:fd00:154:1b9:569a:644a,constant,GnBu,o,750,1
20170622,12:57:25,2620:0:1025:fd00:154:1b9:569a:644a,constant,Greys,^,750,1
20170622,12:57:25,2620:0:1025:fd00:154:1b9:569a:644a,constant,Greys,v,750,-1
20170622,12:57:30,2620:0:1025:fd00:154:1b9:569a:644a,linearIncrease,YlOrRd,o,300,1
20170622,12:57:30,2620:0:1025:fd00:154:1b9:569a:644a,linearIncrease,YlOrRd,v,300,-1
20170622,12:57:33,2620:0:1025:fd00:154:1b9:569a:644a,linearIncrease,GnBu,v,100,1
20170622,12:57:33,2620:0:1025:fd00:154:1b9:569a:644a,linearIncrease,GnBu,v,300,-1
20170622,12:57:37,2620:0:1025:fd00:154:1b9:569a:644a,linearIncrease,YlOrRd,v,300,1
20170622,12:57:37,2620:0:1025:fd00:154:1b9:569a:644a,linearIncrease,Greys,v,300,-1
20170622,12:57:42,2620:0:1025:fd00:154:1b9:569a:644a,constant,YlOrRd,o,100,1
20170622,12:57:42,2620:0:1025:fd00:154:1b9:569a:644a,constant,YlOrRd,o,300,-1
20170622,12:57:45,2620:0:1025:fd00:154:1b9:569a:644a,constant,YlOrRd,^,100,-1
20170622,12:57:45,2620:0:1025:fd00:154:1b9:569a:644a,constant,YlOrRd,o,100,1
20170622,12:57:52,2620:0:1025:fd00:154:1b9:569a:644a,linearDecrease,Greys,^,100,1
20170622,12:57:52,2620:0:1025:fd00:154:1b9:569a:644a,linearDecrease,Greys,^,750,-1
20170622,12:57:55,2620:0:1025:fd00:154:1b9:569a:644a,constant,YlOrRd,o,750,-1
20170622,12:57:55,2620:0:1025:fd00:154:1b9:569a:644a,constant,YlOrRd,^,750,1
20170622,12:57:58,2620:0:1025:fd00:154:1b9:569a:644a,linearIncrease,YlOrRd,^,300,-1
20170622,12:57:58,2620:0:1025:fd00:154:1b9:569a:644a,linearIncrease,YlOrRd,o,300,1
20170622,12:58:04,2620:0:1025:fd00:154:1b9:569a:644a,linearIncrease,YlOrRd,^,750,1
20170622,12:58:04,2620:0:1025:fd00:154:1b9:569a:644a,linearIncrease,YlOrRd,v,750,-1
20170623,11:08:14,177.139.217.186,linearIncrease,YlOrRd,v,300,1
20170623,11:08:14,177.139.217.186,linearIncrease,GnBu,v,300,-1
20170623,11:08:17,177.139.217.186,linearDecrease,Greys,v,100,1
20170623,11:08:17,177.139.217.186,linearDecrease,Greys,v,300,-1
20170623,11:08:21,177.139.217.186,constant,YlOrRd,v,300,-1
20170623,11:08:21,177.139.217.186,constant,YlOrRd,o,300,1
20170623,11:08:24,177.139.217.186,constant,YlOrRd,o,300,-1
20170623,11:08:24,177.139.217.186,constant,YlOrRd,o,100,1
20170623,11:08:31,177.139.217.186,linearDecrease,Greys,^,100,-1
20170623,11:08:31,177.139.217.186,linearDecrease,Greys,^,300,1
20170623,11:08:33,177.139.217.186,constant,YlOrRd,^,300,1
20170623,11:08:33,177.139.217.186,constant,Greys,^,300,-1
20170623,11:08:38,177.139.217.186,linearDecrease,GnBu,^,100,-1
20170623,11:08:38,177.139.217.186,linearDecrease,GnBu,o,100,1
20170623,11:08:41,177.139.217.186,linearIncrease,Greys,v,300,-1
20170623,11:08:41,177.139.217.186,linearIncrease,YlOrRd,v,300,1
20170623,11:08:52,177.139.217.186,linearIncrease,Greys,o,300,-1
20170623,11:08:52,177.139.217.186,linearIncrease,YlOrRd,o,300,1
20170623,11:08:55,177.139.217.186,linearDecrease,Greys,v,300,-1
20170623,11:08:55,177.139.217.186,linearDecrease,Greys,o,300,1
20170623,11:08:58,177.139.217.186,linearDecrease,Greys,o,300,-1
20170623,11:08:58,177.139.217.186,linearDecrease,YlOrRd,o,300,1
20170623,11:09:01,177.139.217.186,linearDecrease,Greys,^,100,1
20170623,11:09:01,177.139.217.186,linearDecrease,Greys,^,750,-1
20170623,11:10:32,177.139.217.186,linearIncrease,GnBu,o,750,1
20170623,11:10:32,177.139.217.186,linearIncrease,GnBu,v,750,-1
20170623,11:10:34,177.139.217.186,linearDecrease,YlOrRd,^,750,-1
20170623,11:10:34,177.139.217.186,linearDecrease,YlOrRd,^,300,1
20170623,11:10:39,177.139.217.186,constant,YlOrRd,v,100,-1
20170623,11:10:39,177.139.217.186,constant,YlOrRd,^,100,1
20170623,11:10:42,177.139.217.186,linearIncrease,GnBu,^,100,1
20170623,11:10:42,177.139.217.186,linearIncrease,GnBu,v,100,-1
20170623,11:10:46,177.139.217.186,constant,GnBu,^,300,1
20170623,11:10:46,177.139.217.186,constant,Greys,^,300,-1
20170623,11:11:02,177.139.217.186,linearDecrease,GnBu,o,750,1
20170623,11:11:02,177.139.217.186,linearDecrease,Greys,o,750,-1
20170623,11:11:05,177.139.217.186,linearIncrease,GnBu,v,750,-1
20170623,11:11:05,177.139.217.186,linearIncrease,GnBu,v,300,1
20170623,11:11:10,177.139.217.186,linearIncrease,Greys,^,300,-1
20170623,11:11:10,177.139.217.186,linearIncrease,Greys,o,300,1
20170623,14:49:45,201.82.63.201,constant,GnBu,^,100,1
20170623,14:49:45,201.82.63.201,constant,GnBu,o,100,-1
20170623,14:49:49,201.82.63.201,linearDecrease,GnBu,o,750,-1
20170623,14:49:49,201.82.63.201,linearDecrease,GnBu,o,100,1
20170623,14:49:57,201.82.63.201,linearDecrease,YlOrRd,v,100,1
20170623,14:49:57,201.82.63.201,linearDecrease,Greys,v,100,-1
20170623,14:50:01,201.82.63.201,constant,YlOrRd,v,750,-1
20170623,14:50:01,201.82.63.201,constant,YlOrRd,v,100,1
20170623,14:50:07,201.82.63.201,constant,Greys,v,300,-1
20170623,14:50:07,201.82.63.201,constant,Greys,^,300,1
20170623,14:50:22,201.82.63.201,linearIncrease,GnBu,v,750,1
20170623,14:50:22,201.82.63.201,linearIncrease,GnBu,o,750,-1
20170623,14:50:25,201.82.63.201,linearDecrease,Greys,v,100,-1
20170623,14:50:25,201.82.63.201,linearDecrease,GnBu,v,100,1
20170623,14:50:29,201.82.63.201,linearDecrease,YlOrRd,v,300,1
20170623,14:50:29,201.82.63.201,linearDecrease,YlOrRd,o,300,-1
20170623,14:50:32,201.82.63.201,linearDecrease,YlOrRd,o,100,1
20170623,14:50:32,201.82.63.201,linearDecrease,YlOrRd,o,300,-1
20170623,14:50:36,201.82.63.201,linearIncrease,YlOrRd,v,100,1
20170623,14:50:36,201.82.63.201,linearIncrease,YlOrRd,^,100,-1
20170623,14:50:38,201.82.63.201,linearDecrease,YlOrRd,v,750,-1
20170623,14:50:38,201.82.63.201,linearDecrease,YlOrRd,v,100,1
20170623,14:50:42,201.82.63.201,constant,Greys,v,300,-1
20170623,14:50:42,201.82.63.201,constant,GnBu,v,300,1
20170623,14:50:45,201.82.63.201,constant,YlOrRd,^,300,1
20170623,14:50:45,201.82.63.201,constant,Greys,^,300,-1
20170623,14:50:47,201.82.63.201,linearDecrease,Greys,^,750,-1
20170623,14:50:47,201.82.63.201,linearDecrease,GnBu,^,750,1
20170623,14:50:51,201.82.63.201,constant,Greys,v,750,-1
20170623,14:50:51,201.82.63.201,constant,Greys,v,300,1
20170623,14:50:56,201.82.63.201,linearIncrease,Greys,^,300,-1
20170623,14:50:56,201.82.63.201,linearIncrease,Greys,^,100,1
20170623,14:51:00,201.82.63.201,linearDecrease,Greys,o,300,-1
20170623,14:51:00,201.82.63.201,linearDecrease,YlOrRd,o,300,1
20170623,14:51:02,201.82.63.201,linearDecrease,Greys,v,100,-1
20170623,14:51:02,201.82.63.201,linearDecrease,GnBu,v,100,1
20170623,14:51:05,201.82.63.201,linearIncrease,YlOrRd,o,750,-1
20170623,14:51:05,201.82.63.201,linearIncrease,GnBu,o,750,1
20170623,14:51:08,201.82.63.201,constant,GnBu,^,300,1
20170623,14:51:08,201.82.63.201,constant,GnBu,o,300,-1
20170623,15:50:26,177.139.217.186,linearIncrease,YlOrRd,^,100,-1
20170623,15:50:26,177.139.217.186,linearIncrease,YlOrRd,o,100,1
20170623,15:50:34,177.139.217.186,constant,YlOrRd,v,750,-1
20170623,15:50:34,177.139.217.186,constant,YlOrRd,v,300,1
20170623,15:50:42,177.139.217.186,linearIncrease,GnBu,v,100,-1
20170623,15:50:42,177.139.217.186,linearIncrease,YlOrRd,v,100,1
20170623,15:50:48,177.139.217.186,linearIncrease,Greys,v,100,1
20170623,15:50:48,177.139.217.186,linearIncrease,Greys,v,300,-1
20170623,15:50:55,177.139.217.186,constant,GnBu,^,300,-1
20170623,15:50:55,177.139.217.186,constant,YlOrRd,^,300,1
20170623,15:51:04,177.139.217.186,linearIncrease,YlOrRd,o,300,-1
20170623,15:51:04,177.139.217.186,linearIncrease,YlOrRd,^,300,1
20170623,15:51:07,177.139.217.186,linearIncrease,YlOrRd,v,300,-1
20170623,15:51:07,177.139.217.186,linearIncrease,YlOrRd,o,300,1
20170623,15:51:14,177.139.217.186,constant,GnBu,v,750,-1
20170623,15:51:14,177.139.217.186,constant,YlOrRd,v,750,1
20170623,15:51:21,177.139.217.186,linearDecrease,YlOrRd,o,300,1
20170623,15:51:21,177.139.217.186,linearDecrease,YlOrRd,^,300,-1
20170623,15:51:30,177.139.217.186,constant,GnBu,v,750,-1
20170623,15:51:30,177.139.217.186,constant,GnBu,v,100,1
20170623,15:51:34,177.139.217.186,linearDecrease,YlOrRd,^,750,-1
20170623,15:51:34,177.139.217.186,linearDecrease,YlOrRd,^,100,1
20170623,15:51:43,177.139.217.186,linearDecrease,GnBu,o,300,-1
20170623,15:51:43,177.139.217.186,linearDecrease,GnBu,o,100,1
20170623,15:51:48,177.139.217.186,linearDecrease,Greys,^,750,-1
20170623,15:51:48,177.139.217.186,linearDecrease,GnBu,^,750,1
20170623,15:51:53,177.139.217.186,linearDecrease,YlOrRd,^,750,-1
20170623,15:51:53,177.139.217.186,linearDecrease,YlOrRd,^,100,1
20170623,15:51:58,177.139.217.186,linearDecrease,Greys,o,100,-1
20170623,15:51:58,177.139.217.186,linearDecrease,Greys,^,100,1
20170623,15:52:07,177.139.217.186,linearDecrease,Greys,v,750,-1
20170623,15:52:07,177.139.217.186,linearDecrease,Greys,v,300,1
20170623,15:52:11,177.139.217.186,constant,YlOrRd,o,300,1
20170623,15:52:11,177.139.217.186,constant,GnBu,o,300,-1
20170623,15:52:22,177.139.217.186,linearIncrease,Greys,v,300,-1
20170623,15:52:22,177.139.217.186,linearIncrease,Greys,^,300,1
20170623,15:52:28,177.139.217.186,constant,Greys,o,300,1
20170623,15:52:28,177.139.217.186,constant,Greys,o,750,-1
20170623,15:52:37,177.139.217.186,linearIncrease,YlOrRd,v,100,1
20170623,15:52:37,177.139.217.186,linearIncrease,YlOrRd,v,750,-1
20170623,16:46:55,177.139.217.186,constant,GnBu,o,100,-1
20170623,16:46:55,177.139.217.186,constant,GnBu,o,300,1
20170623,16:47:01,177.139.217.186,constant,Greys,v,750,-1
20170623,16:47:01,177.139.217.186,constant,GnBu,v,750,1
20170623,16:47:12,177.139.217.186,linearDecrease,GnBu,v,750,-1
20170623,16:47:12,177.139.217.186,linearDecrease,GnBu,v,100,1
20170623,16:47:24,177.139.217.186,constant,YlOrRd,v,750,-1
20170623,16:47:24,177.139.217.186,constant,YlOrRd,o,750,1
20170623,16:47:37,177.139.217.186,linearDecrease,YlOrRd,o,300,1
20170623,16:47:37,177.139.217.186,linearDecrease,YlOrRd,o,750,-1
20170623,16:47:48,177.139.217.186,constant,GnBu,^,300,1
20170623,16:47:48,177.139.217.186,constant,YlOrRd,^,300,-1
20170623,16:48:22,177.139.217.186,linearDecrease,YlOrRd,v,100,-1
20170623,16:48:22,177.139.217.186,linearDecrease,YlOrRd,v,300,1
20170623,16:48:28,177.139.217.186,constant,GnBu,^,300,-1
20170623,16:48:28,177.139.217.186,constant,GnBu,o,300,1
20170623,16:48:32,177.139.217.186,constant,Greys,^,750,-1
20170623,16:48:32,177.139.217.186,constant,Greys,^,100,1
20170623,16:48:45,177.139.217.186,linearIncrease,Greys,^,100,-1
20170623,16:48:45,177.139.217.186,linearIncrease,Greys,v,100,1
20170623,16:48:50,177.139.217.186,constant,Greys,o,100,1
20170623,16:48:50,177.139.217.186,constant,Greys,^,100,-1
20170623,16:48:54,177.139.217.186,constant,Greys,v,100,-1
20170623,16:48:54,177.139.217.186,constant,Greys,^,100,1
20170623,16:48:59,177.139.217.186,constant,YlOrRd,v,100,-1
20170623,16:48:59,177.139.217.186,constant,YlOrRd,o,100,1
20170623,16:49:03,177.139.217.186,linearDecrease,Greys,v,300,-1
20170623,16:49:03,177.139.217.186,linearDecrease,YlOrRd,v,300,1
20170623,16:49:08,177.139.217.186,linearDecrease,Greys,^,750,-1
20170623,16:49:08,177.139.217.186,linearDecrease,YlOrRd,^,750,1
20170623,16:49:14,177.139.217.186,constant,GnBu,o,750,1
20170623,16:49:14,177.139.217.186,constant,Greys,o,750,-1
20170623,16:49:20,177.139.217.186,constant,YlOrRd,^,750,-1
20170623,16:49:20,177.139.217.186,constant,YlOrRd,^,300,1
20170623,16:49:27,177.139.217.186,linearIncrease,YlOrRd,^,750,-1
20170623,16:49:27,177.139.217.186,linearIncrease,YlOrRd,^,300,1
20170623,16:49:37,177.139.217.186,constant,Greys,^,750,-1
20170623,16:49:37,177.139.217.186,constant,Greys,o,750,1
20170623,16:49:48,177.139.217.186,linearDecrease,YlOrRd,o,750,-1
20170623,16:49:48,177.139.217.186,linearDecrease,YlOrRd,o,300,1
20170623,16:50:17,177.139.217.186,linearDecrease,GnBu,^,750,1
20170623,16:50:17,177.139.217.186,linearDecrease,GnBu,v,750,-1
20170623,16:50:21,177.139.217.186,constant,YlOrRd,v,300,1
20170623,16:50:21,177.139.217.186,constant,GnBu,v,300,-1
20170623,16:50:28,177.139.217.186,constant,Greys,v,750,1
20170623,16:50:28,177.139.217.186,constant,Greys,^,750,-1
20170623,16:50:51,177.139.217.186,constant,YlOrRd,v,100,-1
